2024-10-29 22:02:22.503: metrics:	 acc	 nmi	 ari	 f1
2024-10-29 22:02:57.511: epoch32 Q1:	0.8166	0.5223	0.5791	0.8120
2024-10-29 22:02:58.543: epoch33 Q1:	0.8166	0.5226	0.5792	0.8122
2024-10-29 22:02:59.610: epoch34 Q1:	0.8166	0.5199	0.5793	0.8122
2024-10-29 22:03:00.647: epoch35 Q1:	0.8167	0.5224	0.5793	0.8121
2024-10-29 22:03:01.685: epoch36 Q1:	0.8167	0.5199	0.5794	0.8123
2024-10-29 22:03:02.730: epoch37 Q1:	0.8167	0.5229	0.5795	0.8119
2024-10-29 22:03:03.785: epoch38 Q1:	0.8168	0.5197	0.5795	0.8124
2024-10-29 22:03:04.830: epoch39 Q1:	0.8168	0.5204	0.5796	0.8119
2024-10-29 22:03:05.865: epoch40 Q1:	0.8168	0.5226	0.5797	0.8123
2024-10-29 22:03:06.905: epoch41 Q1:	0.8169	0.5176	0.5797	0.8121
2024-10-29 22:03:07.940: epoch42 Q1:	0.8169	0.5221	0.5798	0.8123
2024-10-29 22:03:08.968: epoch43 Q1:	0.8169	0.5193	0.5799	0.8123
2024-10-29 22:03:10.019: epoch44 Q1:	0.8170	0.5269	0.5800	0.8132
2024-10-29 22:03:11.067: epoch45 Q1:	0.8170	0.5205	0.5800	0.8121
2024-10-29 22:03:12.131: epoch46 Q1:	0.8170	0.5244	0.5801	0.8127
2024-10-29 22:03:13.173: epoch47 Q1:	0.8171	0.5235	0.5802	0.8129
2024-10-29 22:03:14.233: epoch48 Q1:	0.8171	0.5219	0.5802	0.8131
2024-10-29 22:03:15.281: epoch49 Q1:	0.8172	0.5251	0.5803	0.8128
2024-10-29 22:03:16.327: epoch50 Q1:	0.8172	0.5237	0.5804	0.8127
2024-10-29 22:03:17.370: epoch51 Q1:	0.8172	0.5226	0.5804	0.8129
2024-10-29 22:03:18.402: epoch52 Q1:	0.8173	0.5222	0.5805	0.8125
2024-10-29 22:03:19.441: epoch53 Q1:	0.8173	0.5218	0.5806	0.8125
2024-10-29 22:03:20.498: epoch54 Q1:	0.8173	0.5244	0.5806	0.8126
2024-10-29 22:03:21.533: epoch55 Q1:	0.8174	0.5254	0.5807	0.8128
2024-10-29 22:03:22.569: epoch56 Q1:	0.8174	0.5216	0.5808	0.8129
2024-10-29 22:03:23.617: epoch57 Q1:	0.8174	0.5221	0.5808	0.8131
2024-10-29 22:03:24.664: epoch58 Q1:	0.8175	0.5213	0.5809	0.8132
2024-10-29 22:03:25.702: epoch59 Q1:	0.8175	0.5244	0.5810	0.8134
2024-10-29 22:03:26.748: epoch60 Q1:	0.8175	0.5252	0.5810	0.8129
2024-10-29 22:03:27.782: epoch61 Q1:	0.8176	0.5229	0.5811	0.8130
2024-10-29 22:03:28.834: epoch62 Q1:	0.8176	0.5233	0.5812	0.8136
2024-10-29 22:03:29.882: epoch63 Q1:	0.8176	0.5240	0.5812	0.8138
2024-10-29 22:03:30.923: epoch64 Q1:	0.8177	0.5206	0.5813	0.8132
2024-10-29 22:03:31.984: epoch65 Q1:	0.8177	0.5242	0.5814	0.8137
2024-10-29 22:03:33.028: epoch66 Q1:	0.8177	0.5237	0.5814	0.8132
2024-10-29 22:03:34.059: epoch67 Q1:	0.8178	0.5266	0.5815	0.8128
2024-10-29 22:03:35.111: epoch68 Q1:	0.8178	0.5212	0.5816	0.8137
2024-10-29 22:03:36.135: epoch69 Q1:	0.8178	0.5242	0.5816	0.8140
2024-10-29 22:03:37.180: epoch70 Q1:	0.8179	0.5267	0.5817	0.8139
2024-10-29 22:03:38.226: epoch71 Q1:	0.8179	0.5186	0.5818	0.8135
2024-10-29 22:03:39.259: epoch72 Q1:	0.8179	0.5245	0.5818	0.8140
2024-10-29 22:03:40.290: epoch73 Q1:	0.8180	0.5274	0.5819	0.8140
2024-10-29 22:03:41.326: epoch74 Q1:	0.8180	0.5246	0.5820	0.8136
2024-10-29 22:03:42.370: epoch75 Q1:	0.8181	0.5270	0.5820	0.8139
2024-10-29 22:03:43.398: epoch76 Q1:	0.8181	0.5215	0.5821	0.8136
2024-10-29 22:03:44.441: epoch77 Q1:	0.8181	0.5273	0.5822	0.8137
2024-10-29 22:03:45.471: epoch78 Q1:	0.8182	0.5267	0.5822	0.8141
2024-10-29 22:03:46.547: epoch79 Q1:	0.8182	0.5214	0.5823	0.8139
2024-10-29 22:03:47.589: epoch80 Q1:	0.8182	0.5275	0.5824	0.8139
2024-10-29 22:03:48.614: epoch81 Q1:	0.8183	0.5185	0.5825	0.8138
2024-10-29 22:03:49.655: epoch82 Q1:	0.8183	0.5263	0.5825	0.8141
2024-10-29 22:03:50.708: epoch83 Q1:	0.8183	0.5249	0.5826	0.8142
2024-10-29 22:03:51.759: epoch84 Q1:	0.8184	0.5245	0.5827	0.8138
2024-10-29 22:03:52.806: epoch85 Q1:	0.8184	0.5250	0.5827	0.8143
2024-10-29 22:03:53.849: epoch86 Q1:	0.8184	0.5254	0.5828	0.8139
2024-10-29 22:03:54.878: epoch87 Q1:	0.8185	0.5262	0.5829	0.8145
2024-10-29 22:03:55.897: epoch88 Q1:	0.8185	0.5265	0.5829	0.8143
2024-10-29 22:03:56.934: epoch89 Q1:	0.8185	0.5294	0.5830	0.8147
2024-10-29 22:03:57.960: epoch90 Q1:	0.8186	0.5226	0.5831	0.8148
2024-10-29 22:03:59.005: epoch91 Q1:	0.8186	0.5237	0.5831	0.8146
2024-10-29 22:04:00.056: epoch92 Q1:	0.8186	0.5259	0.5832	0.8144
2024-10-29 22:04:01.105: epoch93 Q1:	0.8187	0.5228	0.5833	0.8147
2024-10-29 22:04:02.145: epoch94 Q1:	0.8187	0.5251	0.5833	0.8148
2024-10-29 22:04:03.183: epoch95 Q1:	0.8187	0.5254	0.5834	0.8146
2024-10-29 22:04:04.247: epoch96 Q1:	0.8188	0.5273	0.5835	0.8146
2024-10-29 22:04:05.272: epoch97 Q1:	0.8188	0.5254	0.5835	0.8148
2024-10-29 22:04:06.325: epoch98 Q1:	0.8188	0.5244	0.5836	0.8150
2024-10-29 22:04:07.383: epoch99 Q1:	0.8189	0.5265	0.5837	0.8148
2024-10-29 22:04:08.426: epoch100 Q1:	0.8189	0.5261	0.5837	0.8149
2024-10-29 22:04:09.467: epoch101 Q1:	0.8190	0.5222	0.5838	0.8146
2024-10-29 22:04:10.520: epoch102 Q1:	0.8190	0.5254	0.5839	0.8144
2024-10-29 22:04:11.575: epoch103 Q1:	0.8190	0.5243	0.5839	0.8148
2024-10-29 22:04:12.637: epoch104 Q1:	0.8191	0.5272	0.5840	0.8146
2024-10-29 22:04:13.676: epoch105 Q1:	0.8191	0.5258	0.5841	0.8149
2024-10-29 22:04:14.754: epoch106 Q1:	0.8191	0.5273	0.5841	0.8147
2024-10-29 22:04:15.806: epoch107 Q1:	0.8192	0.5268	0.5842	0.8153
2024-10-29 22:04:16.854: epoch108 Q1:	0.8192	0.5277	0.5843	0.8152
2024-10-29 22:04:17.896: epoch109 Q1:	0.8192	0.5264	0.5843	0.8148
2024-10-29 22:04:18.935: epoch110 Q1:	0.8193	0.5283	0.5844	0.8149
2024-10-29 22:04:19.987: epoch111 Q1:	0.8193	0.5285	0.5845	0.8148
2024-10-29 22:04:21.029: epoch112 Q1:	0.8193	0.5283	0.5845	0.8152
2024-10-29 22:04:22.059: epoch113 Q1:	0.8194	0.5243	0.5846	0.8154
2024-10-29 22:04:23.104: epoch114 Q1:	0.8194	0.5239	0.5847	0.8154
2024-10-29 22:04:24.151: epoch115 Q1:	0.8194	0.5270	0.5847	0.8152
2024-10-29 22:04:25.189: epoch116 Q1:	0.8195	0.5245	0.5848	0.8153
2024-10-29 22:04:26.233: epoch117 Q1:	0.8195	0.5293	0.5849	0.8152
2024-10-29 22:04:27.278: epoch118 Q1:	0.8195	0.5264	0.5849	0.8150
2024-10-29 22:04:28.329: epoch119 Q1:	0.8196	0.5275	0.5850	0.8155
2024-10-29 22:04:29.375: epoch120 Q1:	0.8196	0.5263	0.5851	0.8154
2024-10-29 22:04:30.414: epoch121 Q1:	0.8196	0.5277	0.5852	0.8162
2024-10-29 22:04:31.464: epoch122 Q1:	0.8197	0.5266	0.5852	0.8158
2024-10-29 22:04:32.516: epoch123 Q1:	0.8197	0.5314	0.5853	0.8151
2024-10-29 22:04:33.579: epoch124 Q1:	0.8197	0.5302	0.5854	0.8159
2024-10-29 22:04:34.666: epoch125 Q1:	0.8198	0.5293	0.5854	0.8150
2024-10-29 22:04:35.795: epoch126 Q1:	0.8198	0.5250	0.5855	0.8164
2024-10-29 22:04:36.918: epoch127 Q1:	0.8199	0.5302	0.5856	0.8154
2024-10-29 22:04:38.095: epoch128 Q1:	0.8199	0.5298	0.5856	0.8152
2024-10-29 22:04:39.198: epoch129 Q1:	0.8199	0.5299	0.5857	0.8162
2024-10-29 22:04:40.320: epoch130 Q1:	0.8200	0.5269	0.5858	0.8159
2024-10-29 22:04:41.376: epoch131 Q1:	0.8200	0.5314	0.5858	0.8160
2024-10-29 22:04:42.433: epoch132 Q1:	0.8200	0.5287	0.5859	0.8161
2024-10-29 22:04:43.557: epoch133 Q1:	0.8201	0.5279	0.5860	0.8157
2024-10-29 22:04:44.670: epoch134 Q1:	0.8201	0.5314	0.5860	0.8159
2024-10-29 22:04:45.782: epoch135 Q1:	0.8201	0.5304	0.5861	0.8160
2024-10-29 22:04:46.870: epoch136 Q1:	0.8202	0.5297	0.5862	0.8168
2024-10-29 22:04:47.953: epoch137 Q1:	0.8202	0.5299	0.5862	0.8163
2024-10-29 22:04:49.053: epoch138 Q1:	0.8202	0.5295	0.5863	0.8163
2024-10-29 22:04:50.137: epoch139 Q1:	0.8203	0.5265	0.5864	0.8161
2024-10-29 22:04:51.224: epoch140 Q1:	0.8203	0.5314	0.5864	0.8157
2024-10-29 22:04:52.349: epoch141 Q1:	0.8203	0.5278	0.5865	0.8164
2024-10-29 22:04:53.429: epoch142 Q1:	0.8204	0.5294	0.5866	0.8170
2024-10-29 22:04:54.530: epoch143 Q1:	0.8204	0.5304	0.5866	0.8159
2024-10-29 22:04:55.627: epoch144 Q1:	0.8204	0.5298	0.5867	0.8166
2024-10-29 22:04:56.712: epoch145 Q1:	0.8205	0.5286	0.5868	0.8166
2024-10-29 22:04:57.810: epoch146 Q1:	0.8205	0.5290	0.5868	0.8167
2024-10-29 22:04:58.904: epoch147 Q1:	0.8205	0.5298	0.5869	0.8166
2024-10-29 22:04:59.989: epoch148 Q1:	0.8206	0.5279	0.5870	0.8165
2024-10-29 22:05:01.075: epoch149 Q1:	0.8206	0.5285	0.5870	0.8166
2024-10-29 22:05:02.168: epoch150 Q1:	0.8206	0.5271	0.5871	0.8168
2024-10-29 22:05:03.256: epoch151 Q1:	0.8207	0.5266	0.5872	0.8169
2024-10-29 22:05:04.343: epoch152 Q1:	0.8207	0.5300	0.5872	0.8168
2024-10-29 22:05:05.429: epoch153 Q1:	0.8208	0.5313	0.5873	0.8169
2024-10-29 22:05:06.510: epoch154 Q1:	0.8208	0.5295	0.5874	0.8163
2024-10-29 22:05:07.608: epoch155 Q1:	0.8208	0.5294	0.5874	0.8169
2024-10-29 22:05:08.740: epoch156 Q1:	0.8209	0.5285	0.5875	0.8166
2024-10-29 22:05:09.863: epoch157 Q1:	0.8209	0.5288	0.5876	0.8171
2024-10-29 22:05:10.961: epoch158 Q1:	0.8209	0.5284	0.5877	0.8167
2024-10-29 22:05:11.986: epoch159 Q1:	0.8210	0.5314	0.5877	0.8174
2024-10-29 22:05:12.998: epoch160 Q1:	0.8210	0.5307	0.5878	0.8172
2024-10-29 22:05:14.019: epoch161 Q1:	0.8210	0.5285	0.5879	0.8173
2024-10-29 22:05:15.033: epoch162 Q1:	0.8211	0.5309	0.5879	0.8173
2024-10-29 22:05:16.045: epoch163 Q1:	0.8211	0.5292	0.5880	0.8177
2024-10-29 22:05:17.028: epoch164 Q1:	0.8211	0.5314	0.5881	0.8175
2024-10-29 22:05:18.012: epoch165 Q1:	0.8212	0.5268	0.5881	0.8169
2024-10-29 22:05:19.043: epoch166 Q1:	0.8212	0.5297	0.5882	0.8174
2024-10-29 22:05:20.038: epoch167 Q1:	0.8212	0.5302	0.5883	0.8174
2024-10-29 22:05:21.037: epoch168 Q1:	0.8213	0.5284	0.5883	0.8174
2024-10-29 22:05:22.057: epoch169 Q1:	0.8213	0.5290	0.5884	0.8172
2024-10-29 22:05:23.044: epoch170 Q1:	0.8213	0.5289	0.5885	0.8173
2024-10-29 22:05:24.033: epoch171 Q1:	0.8214	0.5313	0.5885	0.8173
2024-10-29 22:05:25.050: epoch172 Q1:	0.8214	0.5261	0.5886	0.8176
2024-10-29 22:05:26.035: epoch173 Q1:	0.8214	0.5269	0.5887	0.8177
2024-10-29 22:05:27.034: epoch174 Q1:	0.8215	0.5314	0.5887	0.8173
2024-10-29 22:05:28.028: epoch175 Q1:	0.8215	0.5270	0.5888	0.8177
2024-10-29 22:05:29.053: epoch176 Q1:	0.8216	0.5314	0.5889	0.8176
2024-10-29 22:05:30.045: epoch177 Q1:	0.8216	0.5314	0.5889	0.8177
2024-10-29 22:05:31.052: epoch178 Q1:	0.8216	0.5278	0.5890	0.8176
2024-10-29 22:05:32.049: epoch179 Q1:	0.8217	0.5308	0.5891	0.8177
2024-10-29 22:05:33.046: epoch180 Q1:	0.8217	0.5311	0.5891	0.8177
2024-10-29 22:05:34.046: epoch181 Q1:	0.8217	0.5302	0.5891	0.8177
2024-10-29 22:05:35.055: epoch182 Q1:	0.8218	0.5308	0.5891	0.8176
2024-10-29 22:05:36.060: epoch183 Q1:	0.8218	0.5305	0.5891	0.8177
2024-10-29 22:05:37.076: epoch184 Q1:	0.8218	0.5312	0.5891	0.8177
2024-10-29 22:05:38.092: epoch185 Q1:	0.8218	0.5300	0.5891	0.8173
2024-10-29 22:05:39.092: epoch186 Q1:	0.8218	0.5314	0.5891	0.8177
2024-10-29 22:05:40.113: epoch187 Q1:	0.8218	0.5314	0.5891	0.8177
2024-10-29 22:05:41.117: epoch188 Q1:	0.8218	0.5304	0.5891	0.8177
2024-10-29 22:05:42.130: epoch189 Q1:	0.8218	0.5302	0.5891	0.8177
2024-10-29 22:05:43.135: epoch190 Q1:	0.8218	0.5314	0.5891	0.8177
2024-10-29 22:05:44.126: epoch191 Q1:	0.8218	0.5314	0.5891	0.8177
2024-10-29 22:05:45.140: epoch192 Q1:	0.8218	0.5298	0.5891	0.8177
2024-10-29 22:05:46.134: epoch193 Q1:	0.8218	0.5311	0.5891	0.8177
2024-10-29 22:05:47.145: epoch194 Q1:	0.8218	0.5314	0.5891	0.8175
2024-10-29 22:05:48.136: epoch195 Q1:	0.8218	0.5301	0.5891	0.8177
2024-10-29 22:05:49.158: epoch196 Q1:	0.8218	0.5314	0.5891	0.8177
2024-10-29 22:05:50.161: epoch197 Q1:	0.8218	0.5302	0.5891	0.8177
2024-10-29 22:05:51.178: epoch198 Q1:	0.8218	0.5311	0.5891	0.8177
2024-10-29 22:05:52.181: epoch199 Q1:	0.8218	0.5314	0.5891	0.8177
2024-10-29 22:05:53.102: Best Acc is at epoch186:	0.8218	0.5314	0.5891	0.8177
